id,googleTopic,week_id,value
ice-cream,/m/0cxn2,2008-40,6
ice-cream,/m/0cxn2,2008-41,6
ice-cream,/m/0cxn2,2008-42,6
ice-cream,/m/0cxn2,2008-43,5
ice-cream,/m/0cxn2,2008-44,6
ice-cream,/m/0cxn2,2008-45,6
ice-cream,/m/0cxn2,2008-46,6
ice-cream,/m/0cxn2,2008-47,6
ice-cream,/m/0cxn2,2008-48,5
ice-cream,/m/0cxn2,2008-49,5
ice-cream,/m/0cxn2,2008-50,6
ice-cream,/m/0cxn2,2008-51,7
ice-cream,/m/0cxn2,2008-52,6
ice-cream,/m/0cxn2,2009-01,5
ice-cream,/m/0cxn2,2009-02,6
ice-cream,/m/0cxn2,2009-03,6
ice-cream,/m/0cxn2,2009-04,6
ice-cream,/m/0cxn2,2009-05,7
ice-cream,/m/0cxn2,2009-06,7
ice-cream,/m/0cxn2,2009-07,7
ice-cream,/m/0cxn2,2009-08,7
ice-cream,/m/0cxn2,2009-09,7
ice-cream,/m/0cxn2,2009-10,7
ice-cream,/m/0cxn2,2009-11,7
ice-cream,/m/0cxn2,2009-12,8
ice-cream,/m/0cxn2,2009-13,7
ice-cream,/m/0cxn2,2009-14,8
ice-cream,/m/0cxn2,2009-15,7
ice-cream,/m/0cxn2,2009-16,9
ice-cream,/m/0cxn2,2009-17,10
ice-cream,/m/0cxn2,2009-18,9
ice-cream,/m/0cxn2,2009-19,10
ice-cream,/m/0cxn2,2009-20,11
ice-cream,/m/0cxn2,2009-21,12
ice-cream,/m/0cxn2,2009-22,11
ice-cream,/m/0cxn2,2009-23,11
ice-cream,/m/0cxn2,2009-24,12
ice-cream,/m/0cxn2,2009-25,12
ice-cream,/m/0cxn2,2009-26,17
ice-cream,/m/0cxn2,2009-27,12
ice-cream,/m/0cxn2,2009-28,12
ice-cream,/m/0cxn2,2009-29,12
ice-cream,/m/0cxn2,2009-30,12
ice-cream,/m/0cxn2,2009-31,11
ice-cream,/m/0cxn2,2009-32,11
ice-cream,/m/0cxn2,2009-33,10
ice-cream,/m/0cxn2,2009-34,10
ice-cream,/m/0cxn2,2009-35,9
ice-cream,/m/0cxn2,2009-36,9
ice-cream,/m/0cxn2,2009-37,8
ice-cream,/m/0cxn2,2009-38,8
ice-cream,/m/0cxn2,2009-39,7
ice-cream,/m/0cxn2,2009-40,7
ice-cream,/m/0cxn2,2009-41,6
ice-cream,/m/0cxn2,2009-42,6
ice-cream,/m/0cxn2,2009-43,6
ice-cream,/m/0cxn2,2009-44,6
ice-cream,/m/0cxn2,2009-45,6
ice-cream,/m/0cxn2,2009-46,7
ice-cream,/m/0cxn2,2009-47,7
ice-cream,/m/0cxn2,2009-48,6
ice-cream,/m/0cxn2,2009-49,6
ice-cream,/m/0cxn2,2009-50,6
ice-cream,/m/0cxn2,2009-51,7
ice-cream,/m/0cxn2,2009-52,7
ice-cream,/m/0cxn2,2010-01,6
ice-cream,/m/0cxn2,2010-02,6
ice-cream,/m/0cxn2,2010-03,6
ice-cream,/m/0cxn2,2010-04,7
ice-cream,/m/0cxn2,2010-05,7
ice-cream,/m/0cxn2,2010-06,8
ice-cream,/m/0cxn2,2010-07,6
ice-cream,/m/0cxn2,2010-08,7
ice-cream,/m/0cxn2,2010-09,7
ice-cream,/m/0cxn2,2010-10,7
ice-cream,/m/0cxn2,2010-11,8
ice-cream,/m/0cxn2,2010-12,7
ice-cream,/m/0cxn2,2010-13,8
ice-cream,/m/0cxn2,2010-14,8
ice-cream,/m/0cxn2,2010-15,9
ice-cream,/m/0cxn2,2010-16,8
ice-cream,/m/0cxn2,2010-17,9
ice-cream,/m/0cxn2,2010-18,9
ice-cream,/m/0cxn2,2010-19,9
ice-cream,/m/0cxn2,2010-20,10
ice-cream,/m/0cxn2,2010-21,12
ice-cream,/m/0cxn2,2010-22,13
ice-cream,/m/0cxn2,2010-23,11
ice-cream,/m/0cxn2,2010-24,12
ice-cream,/m/0cxn2,2010-25,13
ice-cream,/m/0cxn2,2010-26,15
ice-cream,/m/0cxn2,2010-27,15
ice-cream,/m/0cxn2,2010-28,14
ice-cream,/m/0cxn2,2010-29,14
ice-cream,/m/0cxn2,2010-30,13
ice-cream,/m/0cxn2,2010-31,12
ice-cream,/m/0cxn2,2010-32,12
ice-cream,/m/0cxn2,2010-33,11
ice-cream,/m/0cxn2,2010-34,10
ice-cream,/m/0cxn2,2010-35,10
ice-cream,/m/0cxn2,2010-36,9
ice-cream,/m/0cxn2,2010-37,9
ice-cream,/m/0cxn2,2010-38,8
ice-cream,/m/0cxn2,2010-39,9
ice-cream,/m/0cxn2,2010-40,8
ice-cream,/m/0cxn2,2010-41,8
ice-cream,/m/0cxn2,2010-42,7
ice-cream,/m/0cxn2,2010-43,7
ice-cream,/m/0cxn2,2010-44,6
ice-cream,/m/0cxn2,2010-45,7
ice-cream,/m/0cxn2,2010-46,7
ice-cream,/m/0cxn2,2010-47,7
ice-cream,/m/0cxn2,2010-48,6
ice-cream,/m/0cxn2,2010-49,6
ice-cream,/m/0cxn2,2010-50,6
ice-cream,/m/0cxn2,2010-51,8
ice-cream,/m/0cxn2,2010-52,8
ice-cream,/m/0cxn2,2011-01,7
ice-cream,/m/0cxn2,2011-02,12
ice-cream,/m/0cxn2,2011-03,11
ice-cream,/m/0cxn2,2011-04,8
ice-cream,/m/0cxn2,2011-05,12
ice-cream,/m/0cxn2,2011-06,9
ice-cream,/m/0cxn2,2011-07,8
ice-cream,/m/0cxn2,2011-08,9
ice-cream,/m/0cxn2,2011-09,9
ice-cream,/m/0cxn2,2011-10,9
ice-cream,/m/0cxn2,2011-11,9
ice-cream,/m/0cxn2,2011-12,9
ice-cream,/m/0cxn2,2011-13,9
ice-cream,/m/0cxn2,2011-14,11
ice-cream,/m/0cxn2,2011-15,10
ice-cream,/m/0cxn2,2011-16,11
ice-cream,/m/0cxn2,2011-17,10
ice-cream,/m/0cxn2,2011-18,11
ice-cream,/m/0cxn2,2011-19,12
ice-cream,/m/0cxn2,2011-20,12
ice-cream,/m/0cxn2,2011-21,13
ice-cream,/m/0cxn2,2011-22,16
ice-cream,/m/0cxn2,2011-23,15
ice-cream,/m/0cxn2,2011-24,15
ice-cream,/m/0cxn2,2011-25,16
ice-cream,/m/0cxn2,2011-26,18
ice-cream,/m/0cxn2,2011-27,21
ice-cream,/m/0cxn2,2011-28,16
ice-cream,/m/0cxn2,2011-29,18
ice-cream,/m/0cxn2,2011-30,16
ice-cream,/m/0cxn2,2011-31,15
ice-cream,/m/0cxn2,2011-32,15
ice-cream,/m/0cxn2,2011-33,14
ice-cream,/m/0cxn2,2011-34,12
ice-cream,/m/0cxn2,2011-35,12
ice-cream,/m/0cxn2,2011-36,12
ice-cream,/m/0cxn2,2011-37,11
ice-cream,/m/0cxn2,2011-38,10
ice-cream,/m/0cxn2,2011-39,10
ice-cream,/m/0cxn2,2011-40,9
ice-cream,/m/0cxn2,2011-41,9
ice-cream,/m/0cxn2,2011-42,10
ice-cream,/m/0cxn2,2011-43,9
ice-cream,/m/0cxn2,2011-44,8
ice-cream,/m/0cxn2,2011-45,8
ice-cream,/m/0cxn2,2011-46,9
ice-cream,/m/0cxn2,2011-47,10
ice-cream,/m/0cxn2,2011-48,7
ice-cream,/m/0cxn2,2011-49,7
ice-cream,/m/0cxn2,2011-50,8
ice-cream,/m/0cxn2,2011-51,9
ice-cream,/m/0cxn2,2011-52,9
ice-cream,/m/0cxn2,2012-01,8
ice-cream,/m/0cxn2,2012-02,9
ice-cream,/m/0cxn2,2012-03,9
ice-cream,/m/0cxn2,2012-04,9
ice-cream,/m/0cxn2,2012-05,9
ice-cream,/m/0cxn2,2012-06,9
ice-cream,/m/0cxn2,2012-07,8
ice-cream,/m/0cxn2,2012-08,9
ice-cream,/m/0cxn2,2012-09,9
ice-cream,/m/0cxn2,2012-10,10
ice-cream,/m/0cxn2,2012-11,11
ice-cream,/m/0cxn2,2012-12,11
ice-cream,/m/0cxn2,2012-13,11
ice-cream,/m/0cxn2,2012-14,12
ice-cream,/m/0cxn2,2012-15,11
ice-cream,/m/0cxn2,2012-16,12
ice-cream,/m/0cxn2,2012-17,12
ice-cream,/m/0cxn2,2012-18,13
ice-cream,/m/0cxn2,2012-19,14
ice-cream,/m/0cxn2,2012-20,15
ice-cream,/m/0cxn2,2012-21,16
ice-cream,/m/0cxn2,2012-22,18
ice-cream,/m/0cxn2,2012-23,16
ice-cream,/m/0cxn2,2012-24,17
ice-cream,/m/0cxn2,2012-25,18
ice-cream,/m/0cxn2,2012-26,19
ice-cream,/m/0cxn2,2012-27,23
ice-cream,/m/0cxn2,2012-28,18
ice-cream,/m/0cxn2,2012-29,18
ice-cream,/m/0cxn2,2012-30,17
ice-cream,/m/0cxn2,2012-31,16
ice-cream,/m/0cxn2,2012-32,15
ice-cream,/m/0cxn2,2012-33,14
ice-cream,/m/0cxn2,2012-34,13
ice-cream,/m/0cxn2,2012-35,13
ice-cream,/m/0cxn2,2012-36,12
ice-cream,/m/0cxn2,2012-37,10
ice-cream,/m/0cxn2,2012-38,10
ice-cream,/m/0cxn2,2012-39,10
ice-cream,/m/0cxn2,2012-40,9
ice-cream,/m/0cxn2,2012-41,8
ice-cream,/m/0cxn2,2012-42,8
ice-cream,/m/0cxn2,2012-43,8
ice-cream,/m/0cxn2,2012-44,7
ice-cream,/m/0cxn2,2012-45,7
ice-cream,/m/0cxn2,2012-46,8
ice-cream,/m/0cxn2,2012-47,9
ice-cream,/m/0cxn2,2012-48,7
ice-cream,/m/0cxn2,2012-49,8
ice-cream,/m/0cxn2,2012-50,7
ice-cream,/m/0cxn2,2012-51,8
ice-cream,/m/0cxn2,2012-52,11
ice-cream,/m/0cxn2,2013-01,9
ice-cream,/m/0cxn2,2013-02,9
ice-cream,/m/0cxn2,2013-03,9
ice-cream,/m/0cxn2,2013-04,9
ice-cream,/m/0cxn2,2013-05,9
ice-cream,/m/0cxn2,2013-06,9
ice-cream,/m/0cxn2,2013-07,10
ice-cream,/m/0cxn2,2013-08,10
ice-cream,/m/0cxn2,2013-09,10
ice-cream,/m/0cxn2,2013-10,10
ice-cream,/m/0cxn2,2013-11,10
ice-cream,/m/0cxn2,2013-12,12
ice-cream,/m/0cxn2,2013-13,11
ice-cream,/m/0cxn2,2013-14,12
ice-cream,/m/0cxn2,2013-15,11
ice-cream,/m/0cxn2,2013-16,12
ice-cream,/m/0cxn2,2013-17,13
ice-cream,/m/0cxn2,2013-18,13
ice-cream,/m/0cxn2,2013-19,15
ice-cream,/m/0cxn2,2013-20,15
ice-cream,/m/0cxn2,2013-21,17
ice-cream,/m/0cxn2,2013-22,16
ice-cream,/m/0cxn2,2013-23,17
ice-cream,/m/0cxn2,2013-24,17
ice-cream,/m/0cxn2,2013-25,18
ice-cream,/m/0cxn2,2013-26,24
ice-cream,/m/0cxn2,2013-27,18
ice-cream,/m/0cxn2,2013-28,20
ice-cream,/m/0cxn2,2013-29,19
ice-cream,/m/0cxn2,2013-30,17
ice-cream,/m/0cxn2,2013-31,16
ice-cream,/m/0cxn2,2013-32,15
ice-cream,/m/0cxn2,2013-33,14
ice-cream,/m/0cxn2,2013-34,13
ice-cream,/m/0cxn2,2013-35,13
ice-cream,/m/0cxn2,2013-36,11
ice-cream,/m/0cxn2,2013-37,10
ice-cream,/m/0cxn2,2013-38,10
ice-cream,/m/0cxn2,2013-39,9
ice-cream,/m/0cxn2,2013-40,9
ice-cream,/m/0cxn2,2013-41,9
ice-cream,/m/0cxn2,2013-42,8
ice-cream,/m/0cxn2,2013-43,8
ice-cream,/m/0cxn2,2013-44,8
ice-cream,/m/0cxn2,2013-45,8
ice-cream,/m/0cxn2,2013-46,8
ice-cream,/m/0cxn2,2013-47,9
ice-cream,/m/0cxn2,2013-48,8
ice-cream,/m/0cxn2,2013-49,8
ice-cream,/m/0cxn2,2013-50,8
ice-cream,/m/0cxn2,2013-51,10
ice-cream,/m/0cxn2,2013-52,10
ice-cream,/m/0cxn2,2014-01,11
ice-cream,/m/0cxn2,2014-02,9
ice-cream,/m/0cxn2,2014-03,10
ice-cream,/m/0cxn2,2014-04,10
ice-cream,/m/0cxn2,2014-05,10
ice-cream,/m/0cxn2,2014-06,10
ice-cream,/m/0cxn2,2014-07,10
ice-cream,/m/0cxn2,2014-08,10
ice-cream,/m/0cxn2,2014-09,11
ice-cream,/m/0cxn2,2014-10,12
ice-cream,/m/0cxn2,2014-11,11
ice-cream,/m/0cxn2,2014-12,12
ice-cream,/m/0cxn2,2014-13,12
ice-cream,/m/0cxn2,2014-14,14
ice-cream,/m/0cxn2,2014-15,14
ice-cream,/m/0cxn2,2014-16,13
ice-cream,/m/0cxn2,2014-17,13
ice-cream,/m/0cxn2,2014-18,14
ice-cream,/m/0cxn2,2014-19,15
ice-cream,/m/0cxn2,2014-20,16
ice-cream,/m/0cxn2,2014-21,18
ice-cream,/m/0cxn2,2014-22,17
ice-cream,/m/0cxn2,2014-23,17
ice-cream,/m/0cxn2,2014-24,17
ice-cream,/m/0cxn2,2014-25,18
ice-cream,/m/0cxn2,2014-26,24
ice-cream,/m/0cxn2,2014-27,20
ice-cream,/m/0cxn2,2014-28,20
ice-cream,/m/0cxn2,2014-29,21
ice-cream,/m/0cxn2,2014-30,19
ice-cream,/m/0cxn2,2014-31,18
ice-cream,/m/0cxn2,2014-32,16
ice-cream,/m/0cxn2,2014-33,15
ice-cream,/m/0cxn2,2014-34,14
ice-cream,/m/0cxn2,2014-35,14
ice-cream,/m/0cxn2,2014-36,11
ice-cream,/m/0cxn2,2014-37,11
ice-cream,/m/0cxn2,2014-38,11
ice-cream,/m/0cxn2,2014-39,10
ice-cream,/m/0cxn2,2014-40,10
ice-cream,/m/0cxn2,2014-41,9
ice-cream,/m/0cxn2,2014-42,9
ice-cream,/m/0cxn2,2014-43,8
ice-cream,/m/0cxn2,2014-44,8
ice-cream,/m/0cxn2,2014-45,8
ice-cream,/m/0cxn2,2014-46,8
ice-cream,/m/0cxn2,2014-47,10
ice-cream,/m/0cxn2,2014-48,8
ice-cream,/m/0cxn2,2014-49,8
ice-cream,/m/0cxn2,2014-50,9
ice-cream,/m/0cxn2,2014-51,10
ice-cream,/m/0cxn2,2014-52,10
ice-cream,/m/0cxn2,2015-01,9
ice-cream,/m/0cxn2,2015-02,10
ice-cream,/m/0cxn2,2015-03,11
ice-cream,/m/0cxn2,2015-04,11
ice-cream,/m/0cxn2,2015-05,11
ice-cream,/m/0cxn2,2015-06,11
ice-cream,/m/0cxn2,2015-07,12
ice-cream,/m/0cxn2,2015-08,13
ice-cream,/m/0cxn2,2015-09,12
ice-cream,/m/0cxn2,2015-10,13
ice-cream,/m/0cxn2,2015-11,16
ice-cream,/m/0cxn2,2015-12,13
ice-cream,/m/0cxn2,2015-13,14
ice-cream,/m/0cxn2,2015-14,14
ice-cream,/m/0cxn2,2015-15,15
ice-cream,/m/0cxn2,2015-16,16
ice-cream,/m/0cxn2,2015-17,15
ice-cream,/m/0cxn2,2015-18,17
ice-cream,/m/0cxn2,2015-19,17
ice-cream,/m/0cxn2,2015-20,17
ice-cream,/m/0cxn2,2015-21,21
ice-cream,/m/0cxn2,2015-22,18
ice-cream,/m/0cxn2,2015-23,20
ice-cream,/m/0cxn2,2015-24,21
ice-cream,/m/0cxn2,2015-25,21
ice-cream,/m/0cxn2,2015-26,25
ice-cream,/m/0cxn2,2015-27,22
ice-cream,/m/0cxn2,2015-28,22
ice-cream,/m/0cxn2,2015-29,27
ice-cream,/m/0cxn2,2015-30,22
ice-cream,/m/0cxn2,2015-31,22
ice-cream,/m/0cxn2,2015-32,20
ice-cream,/m/0cxn2,2015-33,18
ice-cream,/m/0cxn2,2015-34,16
ice-cream,/m/0cxn2,2015-35,16
ice-cream,/m/0cxn2,2015-36,17
ice-cream,/m/0cxn2,2015-37,14
ice-cream,/m/0cxn2,2015-38,13
ice-cream,/m/0cxn2,2015-39,11
ice-cream,/m/0cxn2,2015-40,11
ice-cream,/m/0cxn2,2015-41,12
ice-cream,/m/0cxn2,2015-42,11
ice-cream,/m/0cxn2,2015-43,10
ice-cream,/m/0cxn2,2015-44,10
ice-cream,/m/0cxn2,2015-45,11
ice-cream,/m/0cxn2,2015-46,13
ice-cream,/m/0cxn2,2015-47,12
ice-cream,/m/0cxn2,2015-48,9
ice-cream,/m/0cxn2,2015-49,10
ice-cream,/m/0cxn2,2015-50,10
ice-cream,/m/0cxn2,2015-51,12
ice-cream,/m/0cxn2,2015-52,13
ice-cream,/m/0cxn2,2016-01,12
ice-cream,/m/0cxn2,2016-02,12
ice-cream,/m/0cxn2,2016-03,14
ice-cream,/m/0cxn2,2016-04,14
ice-cream,/m/0cxn2,2016-05,13
ice-cream,/m/0cxn2,2016-06,12
ice-cream,/m/0cxn2,2016-07,13
ice-cream,/m/0cxn2,2016-08,14
ice-cream,/m/0cxn2,2016-09,13
ice-cream,/m/0cxn2,2016-10,15
ice-cream,/m/0cxn2,2016-11,18
